file,project,version,loc,lloc,sloc,comments,multi,blank,cyclo,wmc,η1,η2,N1,N2,η,N,N_hat,V,D,E,T,B,cbo,lcom,DIT,rfc,ComplexMethod
tests\managers_regress\tests.py,django-3.2,3.2,292.0,182.0,201.0,25.0,0.0,66.0,18.0,18.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.755,0.5,2.377,0.132,0.001585,22.0,3.0,1.0,21.0,0
tests\managers_regress\__init__.py,django-3.2,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
tests\many_to_many\models.py,django-3.2,3.2,77.0,41.0,40.0,3.0,6.0,28.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,3.0,0
tests\many_to_many\tests.py,django-3.2,3.2,503.0,265.0,393.0,45.0,9.0,56.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0,1.0,55.0,0
tests\many_to_many\__init__.py,django-3.2,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
tests\many_to_one\models.py,django-3.2,3.2,124.0,68.0,67.0,6.0,4.0,47.0,32.0,32.0,1.0,4.0,2.0,4.0,5.0,6.0,8.0,13.932,0.5,6.966,0.387,0.004644,43.0,1.0,0.0,4.0,0
tests\many_to_one\tests.py,django-3.2,3.2,738.0,410.0,556.0,91.0,4.0,88.0,42.0,42.0,3.0,15.0,8.0,16.0,18.0,24.0,63.358,100.078,1.6,160.125,8.896,0.033359,40.0,4.0,1.0,81.0,0
tests\many_to_one\__init__.py,django-3.2,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
tests\many_to_one_null\models.py,django-3.2,3.2,31.0,15.0,14.0,0.0,5.0,12.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,3.0,0
tests\many_to_one_null\tests.py,django-3.2,3.2,142.0,88.0,97.0,28.0,0.0,17.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,1.0,30.0,0
tests\many_to_one_null\__init__.py,django-3.2,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
tests\max_lengths\models.py,django-3.2,3.2,15.0,11.0,11.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0
tests\max_lengths\tests.py,django-3.2,3.2,40.0,25.0,29.0,1.0,0.0,11.0,10.0,10.0,1.0,2.0,2.0,4.0,3.0,6.0,2.0,9.51,1.0,9.51,0.528,0.00317,7.0,2.0,1.0,6.0,0
tests\max_lengths\__init__.py,django-3.2,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
tests\messages_tests\base.py,django-3.2,3.2,375.0,237.0,278.0,11.0,33.0,55.0,56.0,56.0,2.0,14.0,7.0,14.0,16.0,21.0,55.303,84.0,1.0,84.0,4.667,0.028,26.0,5.0,1.0,51.0,0
tests\messages_tests\tests.py,django-3.2,3.2,17.0,14.0,14.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,3.0,0
tests\messages_tests\test_api.py,django-3.2,3.2,66.0,45.0,43.0,0.0,7.0,16.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,2.0,10.0,0
tests\messages_tests\test_cookie.py,django-3.2,3.2,217.0,144.0,148.0,22.0,24.0,24.0,26.0,26.0,8.0,22.0,13.0,22.0,30.0,35.0,122.107,171.741,4.0,686.965,38.165,0.057247,29.0,3.0,1.0,33.0,0
tests\messages_tests\test_fallback.py,django-3.2,3.2,160.0,107.0,106.0,17.0,17.0,20.0,21.0,21.0,5.0,14.0,8.0,14.0,19.0,22.0,64.913,93.454,2.5,233.636,12.98,0.031151,17.0,4.0,1.0,26.0,0
tests\messages_tests\test_middleware.py,django-3.2,3.2,15.0,10.0,8.0,0.0,3.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,0
tests\messages_tests\test_mixins.py,django-3.2,3.2,19.0,13.0,14.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.755,0.5,2.377,0.132,0.001585,5.0,1.0,1.0,6.0,0
tests\messages_tests\test_session.py,django-3.2,3.2,61.0,39.0,41.0,0.0,8.0,12.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,1.0,11.0,0
tests\messages_tests\urls.py,django-3.2,3.2,75.0,40.0,58.0,2.0,0.0,15.0,9.0,9.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.755,0.5,2.377,0.132,0.001585,4.0,0.0,1.0,2.0,0
tests\messages_tests\__init__.py,django-3.2,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
tests\middleware\cond_get_urls.py,django-3.2,3.2,6.0,4.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
tests\middleware\extra_urls.py,django-3.2,3.2,9.0,3.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
tests\middleware\tests.py,django-3.2,3.2,966.0,676.0,643.0,15.0,157.0,153.0,104.0,104.0,3.0,15.0,15.0,28.0,18.0,43.0,63.358,179.307,2.8,502.059,27.892,0.059769,78.0,5.0,1.0,41.0,1
tests\middleware\test_security.py,django-3.2,3.2,284.0,149.0,159.0,0.0,95.0,30.0,35.0,35.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.755,0.5,2.377,0.132,0.001585,13.0,6.0,1.0,41.0,0
tests\middleware\urls.py,django-3.2,3.2,14.0,3.0,12.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
tests\middleware\views.py,django-3.2,3.2,19.0,13.0,13.0,0.0,0.0,6.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0
tests\middleware\__init__.py,django-3.2,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
tests\middleware_exceptions\middleware.py,django-3.2,3.2,137.0,90.0,90.0,1.0,0.0,45.0,57.0,57.0,1.0,3.0,3.0,6.0,4.0,9.0,4.755,18.0,1.0,18.0,1.0,0.006,39.0,1.0,2.0,4.0,0
tests\middleware_exceptions\tests.py,django-3.2,3.2,360.0,189.0,298.0,2.0,9.0,51.0,52.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,17.0,0
tests\middleware_exceptions\urls.py,django-3.2,3.2,16.0,3.0,14.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
tests\middleware_exceptions\views.py,django-3.2,3.2,37.0,24.0,23.0,0.0,0.0,14.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0
tests\middleware_exceptions\__init__.py,django-3.2,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
tests\migrate_signals\models.py,django-3.2,3.2,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
tests\migrate_signals\tests.py,django-3.2,3.2,128.0,76.0,91.0,13.0,7.0,17.0,22.0,22.0,2.0,4.0,3.0,6.0,6.0,9.0,10.0,23.265,1.5,34.897,1.939,0.007755,14.0,1.0,1.0,8.0,0
tests\migrate_signals\__init__.py,django-3.2,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
tests\migrations\models.py,django-3.2,3.2,68.0,36.0,34.0,2.0,7.0,25.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,2.0,0
tests\migrations\routers.py,django-3.2,3.2,14.0,10.0,9.0,0.0,3.0,2.0,10.0,10.0,3.0,6.0,4.0,8.0,9.0,12.0,20.265,38.039,2.0,76.078,4.227,0.01268,0.0,1.0,0.0,1.0,0
tests\migrations\test_autodetector.py,django-3.2,3.2,2687.0,1310.0,2073.0,197.0,211.0,167.0,175.0,175.0,6.0,95.0,56.0,105.0,101.0,161.0,639.646,1071.972,3.316,3554.434,197.469,0.357324,48.0,5.0,1.0,178.0,1
tests\migrations\test_base.py,django-3.2,3.2,309.0,152.0,247.0,2.0,19.0,39.0,69.0,69.0,8.0,32.0,18.0,36.0,40.0,54.0,184.0,287.384,4.5,1293.229,71.846,0.095795,28.0,9.0,2.0,43.0,0
tests\migrations\test_commands.py,django-3.2,3.2,1818.0,1043.0,1296.0,110.0,235.0,181.0,124.0,124.0,4.0,24.0,13.0,24.0,28.0,37.0,118.039,177.872,2.0,355.744,19.764,0.059291,23.0,3.0,1.0,84.0,1
tests\migrations\test_deprecated_fields.py,django-3.2,3.2,22.0,13.0,11.0,5.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,3.0,0
tests\migrations\test_exceptions.py,django-3.2,3.2,12.0,7.0,10.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,2.0,0
tests\migrations\test_executor.py,django-3.2,3.2,854.0,438.0,597.0,96.0,91.0,68.0,41.0,41.0,3.0,12.0,7.0,14.0,15.0,21.0,47.774,82.045,1.75,143.578,7.977,0.027348,23.0,3.0,1.0,49.0,0
tests\migrations\test_graph.py,django-3.2,3.2,419.0,241.0,303.0,27.0,53.0,36.0,28.0,28.0,3.0,7.0,7.0,12.0,10.0,19.0,24.406,63.117,2.571,162.3,9.017,0.021039,18.0,4.0,1.0,34.0,0
tests\migrations\test_loader.py,django-3.2,3.2,590.0,329.0,422.0,26.0,65.0,70.0,68.0,68.0,3.0,23.0,17.0,33.0,26.0,50.0,108.797,235.022,2.152,505.808,28.1,0.078341,31.0,4.0,1.0,44.0,0
tests\migrations\test_multidb.py,django-3.2,3.2,171.0,113.0,108.0,8.0,27.0,28.0,32.0,32.0,2.0,6.0,6.0,12.0,8.0,18.0,17.51,54.0,2.0,108.0,6.0,0.018,14.0,6.0,1.0,34.0,0
tests\migrations\test_operations.py,django-3.2,3.2,3574.0,2160.0,2881.0,283.0,219.0,203.0,145.0,145.0,7.0,49.0,34.0,65.0,56.0,99.0,294.772,574.928,4.643,2669.309,148.295,0.191643,86.0,11.0,1.0,212.0,1
tests\migrations\test_optimizer.py,django-3.2,3.2,868.0,171.0,712.0,13.0,90.0,53.0,58.0,58.0,7.0,16.0,11.0,22.0,23.0,33.0,83.651,149.278,4.812,718.398,39.911,0.049759,12.0,8.0,1.0,70.0,0
tests\migrations\test_questioner.py,django-3.2,3.2,25.0,17.0,21.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,1.0,8.0,0
tests\migrations\test_state.py,django-3.2,3.2,1512.0,978.0,1154.0,42.0,84.0,237.0,99.0,99.0,5.0,14.0,11.0,20.0,19.0,31.0,64.913,131.686,3.571,470.306,26.128,0.043895,35.0,3.0,3.0,59.0,1
tests\migrations\test_writer.py,django-3.2,3.2,807.0,443.0,666.0,13.0,26.0,100.0,83.0,83.0,6.0,23.0,13.0,24.0,29.0,37.0,119.552,179.745,3.13,562.681,31.26,0.059915,34.0,2.0,1.0,110.0,0
tests\migrations\__init__.py,django-3.2,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
tests\migrations2\models.py,django-3.2,3.2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
tests\migrations2\__init__.py,django-3.2,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
tests\migration_test_data_persistence\models.py,django-3.2,3.2,12.0,7.0,7.0,0.0,0.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0
tests\migration_test_data_persistence\tests.py,django-3.2,3.2,31.0,12.0,16.0,0.0,7.0,8.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,3.0,0
tests\migration_test_data_persistence\__init__.py,django-3.2,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
tests\modeladmin\models.py,django-3.2,3.2,54.0,36.0,39.0,1.0,0.0,14.0,11.0,11.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.755,0.5,2.377,0.132,0.001585,10.0,1.0,0.0,10.0,0
tests\modeladmin\tests.py,django-3.2,3.2,859.0,546.0,607.0,47.0,53.0,152.0,46.0,46.0,2.0,13.0,8.0,16.0,15.0,24.0,50.106,93.765,1.231,115.404,6.411,0.031255,36.0,2.0,2.0,52.0,0
tests\modeladmin\test_actions.py,django-3.2,3.2,143.0,91.0,116.0,1.0,0.0,26.0,18.0,18.0,2.0,7.0,4.0,8.0,9.0,12.0,21.651,38.039,1.143,43.473,2.415,0.01268,12.0,5.0,1.0,24.0,0
tests\modeladmin\test_checks.py,django-3.2,3.2,1466.0,720.0,1087.0,0.0,30.0,348.0,187.0,187.0,2.0,10.0,5.0,10.0,12.0,15.0,35.219,53.774,1.0,53.774,2.987,0.017925,89.0,6.0,2.0,15.0,1
tests\modeladmin\__init__.py,django-3.2,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
tests\model_enums\tests.py,django-3.2,3.2,265.0,198.0,203.0,1.0,0.0,61.0,41.0,41.0,3.0,2.0,3.0,6.0,5.0,9.0,6.755,20.897,4.5,94.038,5.224,0.006966,84.0,3.0,1.0,24.0,0
tests\model_enums\__init__.py,django-3.2,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
tests\model_fields\models.py,django-3.2,3.2,447.0,243.0,275.0,16.0,28.0,126.0,65.0,65.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.755,0.5,2.377,0.132,0.001585,115.0,2.0,2.0,26.0,0
tests\model_fields\tests.py,django-3.2,3.2,355.0,231.0,258.0,17.0,21.0,67.0,55.0,55.0,2.0,4.0,3.0,6.0,6.0,9.0,10.0,23.265,1.5,34.897,1.939,0.007755,41.0,6.0,1.0,28.0,0
tests\model_fields\test_autofield.py,django-3.2,3.2,35.0,22.0,24.0,0.0,0.0,11.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,1.0,5.0,0
tests\model_fields\test_binaryfield.py,django-3.2,3.2,52.0,41.0,41.0,2.0,0.0,9.0,9.0,9.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.755,0.5,2.377,0.132,0.001585,10.0,2.0,1.0,17.0,0
tests\model_fields\test_booleanfield.py,django-3.2,3.2,146.0,103.0,97.0,5.0,18.0,27.0,20.0,20.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.755,0.5,2.377,0.132,0.001585,23.0,5.0,1.0,38.0,0
tests\model_fields\test_charfield.py,django-3.2,3.2,93.0,71.0,69.0,0.0,4.0,20.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,1.0,13.0,0
tests\model_fields\test_datetimefield.py,django-3.2,3.2,75.0,53.0,56.0,5.0,0.0,12.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,1.0,20.0,0
tests\model_fields\test_decimalfield.py,django-3.2,3.2,102.0,70.0,72.0,3.0,10.0,16.0,15.0,15.0,1.0,8.0,4.0,8.0,9.0,12.0,24.0,38.039,0.5,19.02,1.057,0.01268,14.0,3.0,1.0,27.0,0
tests\model_fields\test_durationfield.py,django-3.2,3.2,87.0,50.0,64.0,1.0,0.0,22.0,20.0,20.0,2.0,3.0,2.0,3.0,5.0,5.0,6.755,11.61,1.0,11.61,0.645,0.00387,26.0,2.0,1.0,9.0,0
tests\model_fields\test_field_flags.py,django-3.2,3.2,219.0,101.0,173.0,12.0,0.0,34.0,66.0,66.0,6.0,34.0,19.0,38.0,40.0,57.0,188.484,303.35,3.353,1017.114,56.506,0.101117,14.0,2.0,0.0,23.0,0
tests\model_fields\test_filefield.py,django-3.2,3.2,168.0,105.0,115.0,3.0,31.0,19.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,1.0,33.0,0
tests\model_fields\test_filepathfield.py,django-3.2,3.2,22.0,16.0,16.0,0.0,0.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,7.0,0
tests\model_fields\test_floatfield.py,django-3.2,3.2,50.0,29.0,41.0,4.0,0.0,5.0,6.0,6.0,1.0,4.0,2.0,4.0,5.0,6.0,8.0,13.932,0.5,6.966,0.387,0.004644,9.0,1.0,1.0,10.0,0
tests\model_fields\test_foreignkey.py,django-3.2,3.2,149.0,96.0,107.0,0.0,7.0,34.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,3.0,1.0,24.0,0
tests\model_fields\test_genericipaddressfield.py,django-3.2,3.2,43.0,31.0,29.0,0.0,7.0,7.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,1.0,14.0,0
tests\model_fields\test_imagefield.py,django-3.2,3.2,457.0,266.0,245.0,45.0,93.0,74.0,41.0,41.0,5.0,13.0,19.0,38.0,18.0,57.0,59.715,237.686,7.308,1736.934,96.496,0.079229,42.0,2.0,2.0,19.0,0
tests\model_fields\test_integerfield.py,django-3.2,3.2,258.0,174.0,200.0,0.0,15.0,43.0,43.0,43.0,5.0,26.0,23.0,43.0,31.0,66.0,133.821,326.977,4.135,1351.924,75.107,0.108992,29.0,2.0,2.0,30.0,0
tests\model_fields\test_jsonfield.py,django-3.2,3.2,922.0,442.0,816.0,11.0,0.0,96.0,129.0,129.0,11.0,51.0,34.0,61.0,62.0,95.0,327.347,565.649,6.578,3721.081,206.727,0.18855,59.0,3.0,1.0,86.0,1
tests\model_fields\test_manytomanyfield.py,django-3.2,3.2,73.0,47.0,50.0,0.0,4.0,19.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,7.0,0
tests\model_fields\test_promises.py,django-3.2,3.2,126.0,123.0,99.0,0.0,0.0,27.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,29.0,0
tests\model_fields\test_slugfield.py,django-3.2,3.2,22.0,13.0,11.0,0.0,6.0,5.0,4.0,4.0,1.0,4.0,4.0,8.0,5.0,12.0,8.0,27.863,1.0,27.863,1.548,0.009288,3.0,1.0,1.0,5.0,0
tests\model_fields\test_textfield.py,django-3.2,3.2,46.0,34.0,30.0,0.0,4.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,1.0,15.0,0
tests\model_fields\test_uuid.py,django-3.2,3.2,320.0,163.0,260.0,7.0,4.0,50.0,51.0,51.0,3.0,8.0,4.0,8.0,11.0,12.0,28.755,41.513,1.5,62.27,3.459,0.013838,45.0,3.0,1.0,21.0,0
tests\model_fields\__init__.py,django-3.2,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
tests\model_forms\models.py,django-3.2,3.2,482.0,297.0,319.0,13.0,0.0,151.0,131.0,131.0,6.0,19.0,14.0,26.0,25.0,40.0,96.22,185.754,4.105,762.57,42.365,0.061918,120.0,2.0,1.0,11.0,1
tests\model_forms\tests.py,django-3.2,3.2,3098.0,1933.0,2331.0,152.0,163.0,447.0,236.0,236.0,6.0,38.0,20.0,38.0,44.0,58.0,214.931,316.647,3.0,949.941,52.775,0.105549,134.0,5.0,1.0,63.0,1
tests\model_forms\test_modelchoicefield.py,django-3.2,3.2,375.0,222.0,288.0,18.0,12.0,58.0,31.0,31.0,2.0,8.0,4.0,8.0,10.0,12.0,26.0,39.863,1.0,39.863,2.215,0.013288,23.0,4.0,1.0,52.0,0
tests\model_forms\test_uuid.py,django-3.2,3.2,33.0,26.0,26.0,0.0,0.0,7.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,11.0,0
tests\model_forms\__init__.py,django-3.2,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
tests\model_formsets\models.py,django-3.2,3.2,265.0,153.0,157.0,12.0,0.0,96.0,72.0,72.0,2.0,14.0,7.0,14.0,16.0,21.0,55.303,84.0,1.0,84.0,4.667,0.028,82.0,2.0,3.0,4.0,0
tests\model_formsets\tests.py,django-3.2,3.2,1996.0,882.0,1656.0,144.0,19.0,231.0,69.0,69.0,3.0,40.0,27.0,54.0,43.0,81.0,217.632,439.527,2.025,890.043,49.447,0.146509,54.0,3.0,1.0,71.0,0
tests\model_formsets\test_uuid.py,django-3.2,3.2,78.0,35.0,39.0,0.0,30.0,9.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,9.0,0
tests\model_formsets\__init__.py,django-3.2,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
tests\model_formsets_regress\models.py,django-3.2,3.2,56.0,31.0,35.0,0.0,0.0,21.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,1.0,3.0,0
tests\model_formsets_regress\tests.py,django-3.2,3.2,554.0,315.0,407.0,29.0,32.0,75.0,63.0,63.0,4.0,24.0,16.0,32.0,28.0,48.0,118.039,230.753,2.667,615.341,34.186,0.076918,55.0,3.0,2.0,22.0,0
tests\model_formsets_regress\__init__.py,django-3.2,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
tests\model_indexes\models.py,django-3.2,3.2,37.0,20.0,27.0,0.0,0.0,10.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,2.0,0
tests\model_indexes\tests.py,django-3.2,3.2,322.0,191.0,266.0,19.0,0.0,41.0,43.0,43.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.755,0.5,2.377,0.132,0.001585,15.0,2.0,1.0,39.0,0
tests\model_indexes\__init__.py,django-3.2,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
tests\model_inheritance\models.py,django-3.2,3.2,177.0,81.0,85.0,19.0,11.0,62.0,28.0,28.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.755,0.5,2.377,0.132,0.001585,34.0,1.0,3.0,3.0,0
tests\model_inheritance\tests.py,django-3.2,3.2,545.0,258.0,405.0,50.0,11.0,78.0,51.0,51.0,2.0,4.0,2.0,4.0,6.0,6.0,10.0,15.51,1.0,15.51,0.862,0.00517,39.0,4.0,2.0,39.0,0
tests\model_inheritance\test_abstract_inheritance.py,django-3.2,3.2,355.0,196.0,273.0,0.0,0.0,82.0,15.0,15.0,3.0,6.0,4.0,7.0,9.0,11.0,20.265,34.869,1.75,61.021,3.39,0.011623,46.0,3.0,3.0,21.0,0
tests\model_inheritance\__init__.py,django-3.2,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
tests\model_inheritance_regress\models.py,django-3.2,3.2,203.0,110.0,110.0,6.0,0.0,87.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,2.0,2.0,0
